www.ndtv.com
timesofindia.indiatimes.com
indianexpress.com
indiatoday.intoday.in
www.thehindu.com
www.indiatimes.com
www.firstpost.com
www.hindustantimes.com
zeenews.india.com
www.dnaindia.com
www.news18.com
www.indiatvnews.com
in.news.yahoo.com
www.huffingtonpost.in
www.mid-day.com
www.thequint.com
www.ibtimes.co.in
www.asianage.com
www.newsnation.in
www.deccanherald.com
www.newsx.com
www.aninews.in
www.ptinews.com
scroll.in
www.theweek.in
ddinews.gov.in/Default.aspx
www.newindianexpress.com
www.abplive.in
www.oneindia.com
www.scoopwhoop.com
www.business-standard.com
www.rediff.com
www.deccanchronicle.com
www.timesnow.tv
indiatoday.intoday.in
www.thehindu.com
www.india.com
news.google.co.in
www.financialexpress.com
economictimes.indiatimes.com
www.livemint.com
www.business-standard.com
www.moneycontrol.com
www.cnet.com
www.businessinsider.in
www.sportskeeda.com
www.thehindubusinessline.com
www.cricbuzz.com
www.glamsham.com
www.koimoi.com
www.desimartini.com
www.pinkvilla.com
www.mensxp.com
asianetindia.com
www.indialivetoday.com
beingindian.com
businessofcinema.com
elle.in
in.reuters.com
news24online.com
newsworldindia.in
punjabnewsexpress.com
scoopnews.in
sportzwiki.com
thewire.in
www.carandbike.com/news
www.autocarindia.com
www.bollywoodhungama.com/news
www.cineblitz.in
www.cosmopolitan.com
www.crictoday.com
www.crictracker.com
www.dekhnews.com
www.espncricinfo.com
www.fhmindia.com
www.filmymonkey.com
www.gqindia.com
www.india.com
www.indiaglitz.com
www.maximindia.in
www.msn.com/en-in/news
gadgets.ndtv.com
www.newsroompost.com
www.outlookindia.com
www.santabanta.com
www.rediff.com/news
www.spotboye.com
www.storypick.com
www.stuff.tv
www.tehelka.com
www.tellychakkar.com
www.telugumirchi.com
www.teznewstoday.in
www.tribuneindia.com
www.vogue.in
bangaloremirror.indiatimes.com
mumbaimirror.indiatimes.com
ahmedabadmirror.indiatimes.com
punemirror.indiatimes.com
www.wittyfeed.com
www.filmibeat.com
www.gizbot.com
tellymasala.co.in
www.telegraphindia.com
www.deccanchronicle.com
www.bollywooddhamaka.in
www.breakingtravelnews.com
www.catchnews.com
www.crosstownnews.in
tellyexpress.com
thetechnews.com
www.apherald.com
filmdhamaka.in
techstory.in
www.uniindia.com
www.vccircle.com
www.vishvatimes.com
www.vishwagujarat.com
www.voicendata.com
www.wassupbollywood.com
www.wisdenindia.com
www.youngisthan.in
www.zdnet.com
chennaivision.com
inc42.com
motoroctane.com
rtn.asia
skjbollywoodnews.com
sportscafe.in
telecomtalk.info
thefearlessindian.in
thelogicalindian.com
www.datareign.com
www.greaterkashmir.com
www.gizmotimes.com
www.goaprism.com
www.mobipicker.com
www.motorbeam.com
www.motorscribes.com
www.sify.com/news
www.socialsamosa.com
www.techvorm.com
www.theindiantalks.com
www.thenewshimachal.com
www.tkbsen.in
www.vagabomb.com
www.wheelsandchips.com
yourstory.com
www.immortal.org
www.newtechnology.co.in
www.popsugar.com
www.theguardian.com
www.thenews.com.pk
www.bbc.com
thenextweb.com
mashable.com
techcrunch.com
www.buzzfeed.com/news
tribune.com.pk
abcnews.go.com
edition.cnn.com
www.dailymail.co.uk
www.dailypost.co.uk
www.dawn.com
www.foxnews.com
www.economist.com
www.icc-cricket.com
www.khaleejtimes.com
www.nytimes.com
www.thestatesman.com
www.cnbc.com
www.ubergizmo.com
www.womenshealthmag.com
www.wsj.com
www.zeppfeed.com
www.bollywoodhungama.com/news
nomad-news.com
sputniknews.com
thepienews.com
www.engadget.com
www.delhidailynews.com
www.digit.in
www.in.techradar.com
bgr.in
movies.ndtv.com
businessworld.in
betanews.com
techlomedia.in
techpp.com
www.androidauthority.com
www.androidcentral.com
www.pcquest.com
www.pc-tablet.co.in
news.indiaonline.in
theindianawaaz.com
www.bollywoodbubble.com
www.cntraveller.in
www.epw.in
www.igyaan.in
www.indiantelecomnews.com
www.iamwire.com
www.indiansportsnews.com
www.moneylife.in
www.mbctv.co.in
www.movietalkies.com
www.odishanewsinsight.com
www.oncars.in
www.northindiapress.com
www.patnadaily.com
www.railnews.co.in
www.risingkashmir.com
www.rumournews.in
www.techsiddhi.com
www.stylecraze.com
www.thebetterindia.com
www.thehawk.in
www.themobileindian.com
www.thisismyindia.com
www.trendspotters.tv
www.postpickle.com
www.prameyanews7.com
www.prokerala.com
profit.ndtv.com
www.seeandsay.in
www.sakaaltimes.com
www.onlineindiannews.com
www.onlykollywood.com
www.opposingviews.com
www.orissapost.com
www.phonebunch.com
www.northeasttoday.in
www.newzars.com
www.newsindiatimes.com
www.newsbharati.com
www.newscrab.com
www.geeky-gadgets.com
beautyandmakeupmatters.com
www.boredpanda.com
www.stingtimes.com
blogtobollywood.com
www.glamourjournals.com
beautyandmakeuplove.com
carindia.in
technode.com
whatwhenwear.in
www.91mobiles.com
www.allure.com
www.androidheadlines.com
www.androidpure.com
www.asiantribune.com
www.billboard.com
www.bollyone.com
www.cricketmad.com
www.cricketnmore.com
www.filmicafe.co
newsmahal.com
ndtvimg.com
swarajyamag.com
sakshipost.com
beautyhealth.tips
muslimmirror.com
hollywoodreporter.com
newstodaynet.com
www.dailypioneer.com
businessnewsthisweek.com
business.lycos.com
androidandme.com
centralchronicle.in
darjeelingtimes.com
delhichilli.com
bollystop.tv
beinglegends.com
dailykashmirimages.com
29secrets.com
chiclifebyte.com
english.pradesh18.com
eng.adyanews.com
english.kolkata24x7.com
fitnhit.com
indilens.com
hillpost.in
odishasuntimes.com
outbreaknewstoday.com
gaadiwaadi.com
health.lycos.com
morungexpress.com
pardaphash.com
pragativadi.com
kanglaonline.com
jknewsservice.com
kashmirwatch.com
news.biharprabha.com
news.statetimes.in
news.worldsnap.com
sportsrediscovered.com
technosymbol.com
lafdatv.com
www.bollywoodmdb.com
onlykashmir.in
kapilsharmafc.com
pakhungama.com
satyavijayi.com
secure.cricket.com.au
telugumoviephotos.com
udaipurkiran.com
motorbash.com
techcircle.vccircle.com
i2mag.com
thehitavada.com
tollywoodbackstage.com
webtrickz.com
thefalse9.com
www.afternoondc.in
travel.lycos.com
www.andhraheadlines.com
www.atimes.com
www.arunachaltimes.in
www.autocarpro.in
www.autox.in
knowstartup.com
www.cricketcountry.com/criclife
www.fashionlady.in
www.cnmsports.com
www.cio.in
www.cinejosh.com
www.bollywoodhelpline.com
www.dailyexcelsior.com
www.chinatopix.com
www.nagpurtoday.in
www.businesssandesh.in
www.boxofficehits.in
www.delhinewsrecord.com
sports.ndtv.com
www.bollywoodlife.com
www.technoparktoday.com
www.thestorypedia.com
www.thesundayindian.com
www.siasat.com
www.khaskhabar.com/en
www.indiasamvad.co.in
food.ndtv.com
www.fridaymoviez.com
auto.ndtv.com
www.globalgovernancenews.com
goodtimes.ndtv.com
swachhindia.ndtv.com
tech.firstpost.com
www.dailypioneer.com
